filename,id2,date,NDVI,blue,green,narrow_nir,nir,rdg_1,rdg_2,rdg_3,red,swir1,swir2
2_20190412T042711_20190412T042705_T45QYG_00000000000000000001,md_anayet_ali_gong_f,4/12/2019,0.227789857,708.657754,967.2834225,2082.048128,1710.181818,1304.459893,1755.080214,1867.791444,1069.486631,1986.347594,1415.085561
2_20190417T042709_20190417T043607_T45QYG_00000000000000000001,md_anayet_ali_gong_f,4/17/2019,0.224550012,835.0949721,1139.083799,2562,1939.821229,1396,2058,2390,1203.363128,1594,1052
2_20190422T042711_20190422T043605_T45QYG_00000000000000000001,md_anayet_ali_gong_f,4/22/2019,0.25321251,610.973262,925.4705882,2371.342246,1694.245989,1429.187166,2114.31016,2284.893048,986.2780749,1901.727273,1274.40107
2_20190427T042709_20190427T044045_T45QYG_00000000000000000001,md_anayet_ali_gong_f,4/27/2019,0.315885541,1114.402235,1298.011173,2772,2280.089385,1585,2259,2689,1181.653631,2037,1422
2_20190502T042711_20190502T042707_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/2/2019,0.382394181,1088.663102,1445.15508,3734.064171,3024.898396,1896.44385,3086.860963,3392.914439,1350.438503,2834.283422,1914.294118
2_20190507T042709_20190507T043011_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/7/2019,0.449174871,566.5882353,988.2032086,2806.818182,2325.657754,1434.13369,2315.262032,2698.240642,883.1604278,1826.983957,1171.042781
2_20190512T042711_20190512T042707_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/12/2019,0.38611918,1168.673797,1336.331551,2889.871658,2565.71123,1574.807487,2530,2803.304813,1137.828877,2148.727273,1386.737968
2_20190517T042709_20190517T043610_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/17/2019,0.520398218,849.0855615,1079.144385,3124.652406,2718.459893,1398.550802,2542.593583,3048.786096,858.5614973,2225.561497,1323.44385
2_20190522T042711_20190522T043836_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/22/2019,0.596037244,913.2352941,1221.122995,4269.652406,3636.010695,1516.705882,3370.898396,3853.465241,923.9251337,2862.946524,1757.294118
2_20190527T042709_20190527T044047_T45QYG_00000000000000000001,md_anayet_ali_gong_f,5/27/2019,0.674434468,857.8930481,1089.903743,4028.417112,3874.064171,1388.491979,3265.053476,3957.449198,753.1764706,2443.957219,1325.342246
2_20190601T042711_20190601T043947_T45QYG_00000000000000000001,md_anayet_ali_gong_f,6/1/2019,0.747123961,384.6256684,870.1283422,4263.609626,4067.42246,1373.668449,3462.128342,4013.818182,588.368984,2637.117647,1542.406417
2_20190611T042711_20190611T042706_T45QYG_00000000000000000001,md_anayet_ali_gong_f,6/11/2019,0.673036347,725.8074866,1042.919786,3998.240642,3548.887701,1440.101604,3291.438503,3746.074866,692.7486631,2557.085561,1390.898396
2_20181223T043201_20181223T043736_T45QYG_00000000000000000004,md_arif_domra_farid,12/23/2018,0.258222488,818.4879852,1050.639556,1860.116451,1770.495379,1279.279113,1704.513863,1827.881701,1039.365989,1837.926063,1473.029575
2_20181228T043209_20181228T043927_T45QYG_00000000000000000004,md_arif_domra_farid,12/28/2018,0.286291213,836.1829945,1065.463956,1849.558226,1896.273567,1312.698706,1727.948244,1795.426987,1051.338262,1875.454713,1539.64695
2_20190102T043151_20190102T043514_T45QYG_00000000000000000004,md_arif_domra_farid,1/2/2019,0.291247575,675.077634,952.5304991,1856.2939,1780.436229,1268.4122,1659.743068,1723.23475,977.0036969,1863.602588,1492.728281
2_20190107T043149_20190107T043708_T45QYG_00000000000000000004,md_arif_domra_farid,1/7/2019,0.335991958,625.6266174,901.194085,1842.582255,1837.67098,1210.985213,1716.90573,1797.582255,912.9630314,1925.720887,1513.7061
2_20190112T043141_20190112T043642_T45QYG_00000000000000000004,md_arif_domra_farid,1/12/2019,0.30970396,904.2144177,1097.497227,1956.515712,1935.663586,1307.970425,1782.308688,1896.35305,1020.031423,1823.264325,1398.2939
2_20190117T043119_20190117T043639_T45QYG_00000000000000000004,md_arif_domra_farid,1/17/2019,0.348401956,850.8022181,1019.970425,1941.256932,1970.19963,1250.977819,1785.911275,1906.948244,952.1090573,1834.780037,1388.669131
2_20190122T043101_20190122T043322_T45QYG_00000000000000000004,md_arif_domra_farid,1/22/2019,0.418340455,703.9648799,934.3142329,2088.948244,2052.628466,1210.051756,1862.889094,1989.903882,841.6857671,1798.669131,1284.051756
2_20190127T043039_20190127T043627_T45QYG_00000000000000000004,md_arif_domra_farid,1/27/2019,0.473814864,787.4325323,962.4879852,2307.785582,2266.003697,1182.434381,2024.985213,2254.911275,808.9149723,1830.419593,1279.110906
2_20190201T043011_20190201T044135_T45QYG_00000000000000000004,md_arif_domra_farid,2/1/2019,0.560765153,532.025878,809.6950092,2418.968577,2455.275416,1158.669131,2181.536044,2377.227357,690.6062847,1809.676525,1195.515712
2_20190206T042949_20190206T043539_T45QYG_00000000000000000004,md_arif_domra_farid,2/6/2019,0.536713282,711.1016636,899.7689464,2394.292052,2451.068392,1160.824399,2106.476895,2299.852126,738.7874307,1779.486137,1195.214418
2_20190211T042921_20190211T043121_T45QYG_00000000000000000004,md_arif_domra_farid,2/11/2019,0.589625527,565.8207024,866.663586,2647.299445,2728.177449,1251.096118,2377.131238,2562.116451,704.1349353,1816.05915,1183.868762
2_20190221T042811_20190221T043725_T45QYG_00000000000000000004,md_arif_domra_farid,2/21/2019,0.502454245,616.7356747,894.1460259,2367.454713,2338.292052,1269.022181,2086.528651,2237.829945,774.4177449,1880.4122,1299.207024
2_20190226T042739_20190226T043910_T45QYG_00000000000000000004,md_arif_domra_farid,2/26/2019,0.464808991,1059.318436,1147.75419,2739,2499.798883,1449,2262,2618,913.2960894,1846,1194
2_20190303T042701_20190303T042658_T45QYG_00000000000000000004,md_arif_domra_farid,3/3/2019,0.454971094,542.3456562,798.3548983,1876.863216,1824.51756,1136.471349,1669.561922,1753.863216,682.6746765,1641.103512,1129.279113
2_20190308T042659_20190308T044054_T45QYG_00000000000000000004,md_arif_domra_farid,3/8/2019,0.368328058,748.0147874,960.5286506,1942.63586,1988.595194,1283.441774,1728.781885,1905.561922,915.2421442,2051.390018,1596.197782
2_20190323T042701_20190323T043918_T45QYG_00000000000000000004,md_arif_domra_farid,3/23/2019,0.173381321,941.0683919,1270.883549,2117.007394,2056,1619.94085,1873.933457,2002.7061,1448.243993,2386.131238,2029.190388
2_20190328T042709_20190328T043805_T45QYG_00000000000000000004,md_arif_domra_farid,3/28/2019,0.2075272,859.5249538,1201.881701,2185.308688,2123.959335,1655.632163,1892.617375,2073.94085,1392.998152,2536.698706,2157.977819
2_20190407T042709_20190407T044140_T45QYG_00000000000000000004,md_arif_domra_farid,4/7/2019,0.291889757,471.7652495,728.7855823,1465.609982,1430.720887,1076.683919,1377.669131,1440.874307,778,1607.926063,1155.624769
2_20190412T042711_20190412T042705_T45QYG_00000000000000000004,md_arif_domra_farid,4/12/2019,0.234807534,771.0591497,1070.380776,2237.338262,1865.338262,1459.345656,1917.992606,1994.367837,1155.216266,2141.271719,1586.881701
2_20190417T042709_20190417T043607_T45QYG_00000000000000000004,md_arif_domra_farid,4/17/2019,0.300149264,798.4565619,1236.595194,2686.902033,2454.50647,1697.212569,2264.639556,2527.057301,1321.534196,2651.772643,2006.970425
2_20190422T042711_20190422T043605_T45QYG_00000000000000000004,md_arif_domra_farid,4/22/2019,0.310481921,873.3622921,1346.044362,3123.573013,2697.471349,1842.382625,2711.676525,2952.676525,1411.914972,2718,2026.242144
2_20190427T042709_20190427T044045_T45QYG_00000000000000000004,md_arif_domra_farid,4/27/2019,0.338494903,1129.585952,1348.369686,2888.778189,2592.757856,1679.624769,2419.659889,2789.852126,1281.053604,2706.426987,2019.441774
2_20190502T042711_20190502T042707_T45QYG_00000000000000000004,md_arif_domra_farid,5/2/2019,0.397163728,1141.312384,1586.539741,3926.020333,3464.898336,2050.308688,3348.351201,3625.38817,1494.166359,3019.014787,2098.35305
2_20190507T042709_20190507T043011_T45QYG_00000000000000000004,md_arif_domra_farid,5/7/2019,0.506398559,519.728281,1069.441774,3209.550832,3000.262477,1567.110906,2744.513863,3031.042514,981.8743068,2448.184843,1588.25878
2_20190517T042709_20190517T043610_T45QYG_00000000000000000004,md_arif_domra_farid,5/17/2019,0.611884135,853.6783734,1125.674677,3607.737523,3319.92976,1500.308688,3101.942699,3438.177449,798.7319778,2196.177449,1180.397412
2_20190522T042711_20190522T043836_T45QYG_00000000000000000004,md_arif_domra_farid,5/22/2019,0.677932955,882.3567468,1216.003697,4308.818854,4076.513863,1618.140481,3617.524954,4025.937153,782.2883549,2436.486137,1299.022181
2_20190527T042709_20190527T044047_T45QYG_00000000000000000004,md_arif_domra_farid,5/27/2019,0.655021079,918.9426987,1185.711645,4071.850277,3873.892791,1557.911275,3297.560074,3952.781885,806.8983364,2375.19963,1286.632163
2_20190601T042711_20190601T043947_T45QYG_00000000000000000004,md_arif_domra_farid,6/1/2019,0.820895358,303.6561922,918.219963,4407.009242,4474.521257,1586.073937,3803.935305,4100.31793,438.3530499,2382.831793,1276.367837
2_20190611T042711_20190611T042706_T45QYG_00000000000000000004,md_arif_domra_farid,6/11/2019,0.642272112,842.9168207,1227.955638,3757.343808,3693.92976,1692.390018,3247.558226,3545.469501,800.3512015,2344.295749,1278.110906
2_20181223T043201_20181223T043736_T45QYG_00000000000000000000,md_gias_uddin_gong_f,12/23/2018,0.210436587,812,1058.257669,1684,1759.214724,1255,1550,1645,1147.300613,1873,1574
2_20181228T043209_20181228T043927_T45QYG_00000000000000000000,md_gias_uddin_gong_f,12/28/2018,0.231415291,921.208589,1147.791411,1938,1977.705521,1365,1791,1823,1234.02454,2073,1690
2_20190102T043151_20190102T043514_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/2/2019,0.259536277,597.7546012,777.8343558,1557,1390.134969,1111,1345,1464,817.2760736,1673,1310
2_20190107T043149_20190107T043708_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/7/2019,0.398909792,493.9079755,713.5521472,1656,1681.815951,919,1408,1541,719.1656442,1491,1039
2_20190112T043141_20190112T043642_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/12/2019,0.318694179,913.3251534,1092.02454,2057,2028.03681,1266,1832,1966,1046.932515,1780,1289
2_20190117T043119_20190117T043639_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/17/2019,0.35920441,874.5030675,1045.815951,2190,2150.429448,1243,1975,2147,1013.503067,1894,1310
2_20190122T043101_20190122T043322_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/22/2019,0.39238681,649.1042945,939.1165644,2339,2082.981595,1142,1975,2147,908.8466258,1819,1252
2_20190127T043039_20190127T043627_T45QYG_00000000000000000000,md_gias_uddin_gong_f,1/27/2019,0.481090818,798.7484663,983.9570552,2615,2421.877301,1088,2072,2378,848.4355828,1735,1178
2_20190201T043011_20190201T044135_T45QYG_00000000000000000000,md_gias_uddin_gong_f,2/1/2019,0.457461479,671.8957055,883.6748466,2386,2231.104294,1087,2088,2303,830.1411043,1789,1140
2_20190206T042949_20190206T043539_T45QYG_00000000000000000000,md_gias_uddin_gong_f,2/6/2019,0.504551012,754.9570552,934.0368098,2708,2565.141104,1138,2227,2596,844.9815951,1730,1114
2_20190211T042921_20190211T043121_T45QYG_00000000000000000000,md_gias_uddin_gong_f,2/11/2019,0.556166055,571.9325153,898.1288344,2963,2770.527607,1183,2525,2929,789.8282209,1837,1167
2_20190221T042811_20190221T043725_T45QYG_00000000000000000000,md_gias_uddin_gong_f,2/21/2019,0.514685939,645.6993865,934.5705521,2852,2630.613497,1224,2386,2763,843.0858896,1881,1238
2_20190226T042739_20190226T043910_T45QYG_00000000000000000000,md_gias_uddin_gong_f,2/26/2019,0.66508152,491.3742331,711.7116564,2780,2587.288344,963,2227,2731,520,1431,725
2_20190303T042701_20190303T042658_T45QYG_00000000000000000000,md_gias_uddin_gong_f,3/3/2019,0.631340372,491.9447853,763.9693252,2834,2544.159509,1000,2217,2630,574.9570552,1514,902
2_20190308T042659_20190308T044054_T45QYG_00000000000000000000,md_gias_uddin_gong_f,3/8/2019,0.571833362,623.8957055,804.3374233,2560,2362.02454,1007,2037,2401,643.4171779,1654,1023
2_20190323T042701_20190323T043918_T45QYG_00000000000000000000,md_gias_uddin_gong_f,3/23/2019,0.163193948,918,1277.582822,2160,2009.092025,1625,1875,1976,1445.484663,2506,2125
2_20190328T042709_20190328T043805_T45QYG_00000000000000000000,md_gias_uddin_gong_f,3/28/2019,0.193448107,906.7484663,1232.306748,2323,2135.067485,1591,1926,2150,1442.883436,2606,2075
2_20190407T042709_20190407T044140_T45QYG_00000000000000000000,md_gias_uddin_gong_f,4/7/2019,0.180551378,544.6257669,742.9509202,1559,1315.165644,1068,1430,1522,912.8466258,1666,1270
2_20190412T042711_20190412T042705_T45QYG_00000000000000000000,md_gias_uddin_gong_f,4/12/2019,0.18120737,774.0368098,948.1717791,1894,1567.325153,1276,1670,1808,1086.441718,1961,1516
2_20190417T042709_20190417T043607_T45QYG_00000000000000000000,md_gias_uddin_gong_f,4/17/2019,0.16299526,915.595092,1329.423313,2444,2235.447853,1726,2139,2287,1608.625767,2758,2311
2_20190422T042711_20190422T043605_T45QYG_00000000000000000000,md_gias_uddin_gong_f,4/22/2019,0.15406043,1069.325153,1536.932515,2636,2499.705521,1959,2304,2492,1832.04908,2970,2453
2_20190427T042709_20190427T044045_T45QYG_00000000000000000000,md_gias_uddin_gong_f,4/27/2019,0.27759112,1202,1438.441718,2792,2557.496933,1724,2356,2682,1445.742331,2813,2358
2_20190502T042711_20190502T042707_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/2/2019,0.307300925,1294.441718,1699.95092,3668,3299.447853,2153,3139,3399,1748.159509,3313,2502
2_20190507T042709_20190507T043011_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/7/2019,0.534071614,479.8711656,963.797546,3200,2906.773006,1516,2748,2997,882.7300613,2464,1545
2_20190512T042711_20190512T042707_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/12/2019,0.410849363,1301.607362,1570.306748,3854,3442.662577,2021,3329,3671,1437.263804,2656,1657
2_20190517T042709_20190517T043610_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/17/2019,0.679164904,875.4662577,1135.092025,4242,4027.190184,1488,3516,4163,769.4417178,2622,1424
2_20190522T042711_20190522T043836_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/22/2019,0.770948353,809.9570552,1173.092025,5588,5216.294479,1470,4401,5073,674.4294479,3060,1598
2_20190527T042709_20190527T044047_T45QYG_00000000000000000000,md_gias_uddin_gong_f,5/27/2019,0.769101623,864.5828221,1204.883436,5570,5463.95092,1534,4474,5371,713.1288344,3105,1622
2_20190601T042711_20190601T043947_T45QYG_00000000000000000000,md_gias_uddin_gong_f,6/1/2019,0.883584203,216.9754601,836.9263804,6441,5953.619632,1307,5069,5865,367.9079755,2992,1446
2_20190611T042711_20190611T042706_T45QYG_00000000000000000000,md_gias_uddin_gong_f,6/11/2019,0.806041461,633.9631902,1038.601227,5749,5351.754601,1368,4567,5361,574.6625767,2912,1462
2_20181223T043201_20181223T043736_T45QYG_00000000000000000002,md_hannan_gong_fari,12/23/2018,0.630331705,608.1533333,837.3733333,2372.286667,2801.666667,1012.493333,1989.826667,2214.526667,633.5866667,1597.493333,992.3333333
2_20181228T043209_20181228T043927_T45QYG_00000000000000000002,md_hannan_gong_fari,12/28/2018,0.682097625,671.8666667,855.04,2743.66,3405.6,1078.1,2148.486667,2545.013333,639.0266667,1699.513333,1062.906667
2_20190102T043151_20190102T043514_T45QYG_00000000000000000002,md_hannan_gong_fari,1/2/2019,0.713448638,504.86,759.9866667,2724.573333,3296.933333,1061.64,2312.373333,2563.306667,549.6866667,1671.753333,1012.58
2_20190107T043149_20190107T043708_T45QYG_00000000000000000002,md_hannan_gong_fari,1/7/2019,0.741443232,479.24,740.8466667,2979.58,3534.28,1029.5,2393.786667,2741.993333,514.8533333,1741.306667,1079.14
2_20190112T043141_20190112T043642_T45QYG_00000000000000000002,md_hannan_gong_fari,1/12/2019,0.568556945,826.8,1005.846667,2680.953333,2963.026667,1219.213333,2213.48,2440.06,805.1133333,1683.926667,1010.406667
2_20190117T043119_20190117T043639_T45QYG_00000000000000000002,md_hannan_gong_fari,1/17/2019,0.629597971,734.9066667,900.6133333,2735.806667,3098.893333,1097.193333,2144.406667,2482.593333,696.3666667,1703.006667,1068.953333
2_20190122T043101_20190122T043322_T45QYG_00000000000000000002,md_hannan_gong_fari,1/22/2019,0.644930202,569.6533333,815.5333333,2714.866667,3042.04,1121.606667,2130.333333,2436.186667,655.94,1744.053333,1143.673333
2_20190127T043039_20190127T043627_T45QYG_00000000000000000002,md_hannan_gong_fari,1/27/2019,0.414434947,859.4066667,988.24,2498.753333,2357.253333,1204.586667,2109.24,2348.806667,976.2666667,2087.793333,1492.733333
2_20190201T043011_20190201T044135_T45QYG_00000000000000000002,md_hannan_gong_fari,2/1/2019,0.451366389,664.6866667,860.96,2405.326667,2301.026667,1112.44,1918.853333,2129.4,870.48,1859.366667,1303.306667
2_20190206T042949_20190206T043539_T45QYG_00000000000000000002,md_hannan_gong_fari,2/6/2019,0.448002661,768.38,955.8066667,2448.8,2462.093333,1181.073333,2033.806667,2299.686667,938.9666667,2158.026667,1552.62
2_20190211T042921_20190211T043121_T45QYG_00000000000000000002,md_hannan_gong_fari,2/11/2019,0.478033148,644.3133333,908.94,2634.626667,2628.2,1196.7,2105.613333,2337.333333,927.1933333,2063.173333,1443.706667
2_20190221T042811_20190221T043725_T45QYG_00000000000000000002,md_hannan_gong_fari,2/21/2019,0.248875921,852.18,1131.68,2265.053333,2088,1313.986667,1879.773333,2135.46,1257.853333,2044.946667,1589.026667
2_20190226T042739_20190226T043910_T45QYG_00000000000000000002,md_hannan_gong_fari,2/26/2019,0.383019864,649.4933333,738.1466667,1810.44,1712.72,1017.28,1501.966667,1699.053333,764.5,1697.246667,1100.553333
2_20190303T042701_20190303T042658_T45QYG_00000000000000000002,md_hannan_gong_fari,3/3/2019,0.287829267,595.1266667,820.1266667,1836.666667,1581.866667,1132.626667,1559.54,1701.5,874.7933333,1820.98,1358.306667
2_20190308T042659_20190308T044054_T45QYG_00000000000000000002,md_hannan_gong_fari,3/8/2019,0.306406794,841.2933333,1037.36,2092.666667,1984.08,1269.02,1762.4,1979.426667,1053.32,2229.74,1771.446667
2_20190323T042701_20190323T043918_T45QYG_00000000000000000002,md_hannan_gong_fari,3/23/2019,0.26078212,883.5866667,1239.12,2582.033333,2303.706667,1529.38,2268.386667,2485.546667,1354.8,2351.82,1832.133333
2_20190328T042709_20190328T043805_T45QYG_00000000000000000002,md_hannan_gong_fari,3/28/2019,0.246011147,924.1,1277.76,2726.146667,2409.4,1625.226667,2290.086667,2586.88,1459.426667,2646.26,2166.366667
2_20190407T042709_20190407T044140_T45QYG_00000000000000000002,md_hannan_gong_fari,4/7/2019,0.315610807,537.8533333,773.1333333,2331.3,1719.306667,1123.733333,1854.8,2089.793333,894.46,1915.373333,1321.493333
2_20190412T042711_20190412T042705_T45QYG_00000000000000000002,md_hannan_gong_fari,4/12/2019,0.288312945,716.94,961.0466667,2466.78,1840.88,1277.946667,1989.266667,2243.506667,1008.866667,2008.686667,1373.413333
2_20190417T042709_20190417T043607_T45QYG_00000000000000000002,md_hannan_gong_fari,4/17/2019,0.283435744,814.6066667,1182.653333,2935.373333,2421.293333,1472.673333,2331.353333,2706.58,1354.666667,2575.326667,1902.353333
2_20190422T042711_20190422T043605_T45QYG_00000000000000000002,md_hannan_gong_fari,4/22/2019,0.265315762,1004.413333,1495.653333,3264.433333,2929.066667,1690,2779.84,3095.253333,1703.4,2720.52,2034.626667
2_20190427T042709_20190427T044045_T45QYG_00000000000000000002,md_hannan_gong_fari,4/27/2019,0.341043457,1184.68,1426.04,3207.66,2872.92,1690.986667,2582.406667,3022.913333,1410.586667,2901.24,2155.52
2_20190502T042711_20190502T042707_T45QYG_00000000000000000002,md_hannan_gong_fari,5/2/2019,0.430453283,1165.706667,1604.693333,4129.16,3800.106667,1927.846667,3466.9,3861.26,1512.813333,3195.286667,2215.513333
2_20190507T042709_20190507T043011_T45QYG_00000000000000000002,md_hannan_gong_fari,5/7/2019,0.747125679,367.1933333,965.1133333,4010.866667,4082.013333,1462.1,3340.193333,3917.84,590.7,2644.14,1530.333333
2_20190512T042711_20190512T042707_T45QYG_00000000000000000002,md_hannan_gong_fari,5/12/2019,0.50155521,1376,1560,3840,3862,1838,3293,3741,1282,2680,1702
2_20190517T042709_20190517T043610_T45QYG_00000000000000000002,md_hannan_gong_fari,5/17/2019,0.703857886,844.5333333,1153.28,4337.3,4405.093333,1475.52,3531.486667,4118.573333,765.5133333,2628.486667,1470.84
2_20190522T042711_20190522T043836_T45QYG_00000000000000000002,md_hannan_gong_fari,5/22/2019,0.742939771,791.14,1169.333333,4792.266667,4987.306667,1437.6,3783.2,4306.466667,735.6533333,2756.026667,1541.926667
2_20190527T042709_20190527T044047_T45QYG_00000000000000000002,md_hannan_gong_fari,5/27/2019,0.741955204,866.7866667,1157.32,4668.16,4920.346667,1481.626667,3686.333333,4477.94,728.94,2771.353333,1530.4
2_20190601T042711_20190601T043947_T45QYG_00000000000000000002,md_hannan_gong_fari,6/1/2019,0.857432455,273.1866667,822.6533333,4755.14,5251.173333,1326.893333,3797.953333,4368.646667,403.3466667,2571.906667,1385.873333
2_20190611T042711_20190611T042706_T45QYG_00000000000000000002,md_hannan_gong_fari,6/11/2019,0.775812309,725.4866667,1108.893333,4710.473333,5138.346667,1463.253333,3840.593333,4377.386667,647.5466667,2718.753333,1474.94
2_20181223T043201_20181223T043736_T45QYG_00000000000000000003,md_jafor_mon_domra_f,12/23/2018,0.519249775,659.1420765,866.2021858,2100.786885,2209.901639,1052.409836,1778.273224,1943.382514,697.9562842,1592.15847,968.6338798
2_20181228T043209_20181228T043927_T45QYG_00000000000000000003,md_jafor_mon_domra_f,12/28/2018,0.591271084,631.852459,815.7322404,2164.409836,2640.52459,1035.519126,1875.344262,2094.240437,676.1803279,1613.852459,968.0819672
2_20190102T043151_20190102T043514_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/2/2019,0.569343275,544.4918033,761.8415301,2337.180328,2338.349727,1076.005464,1834.010929,2092,640.568306,1610.131148,958.3661202
2_20190107T043149_20190107T043708_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/7/2019,0.684298734,455.8360656,679.4043716,2377,2849.781421,1028.404372,1978.693989,2190.655738,532.9726776,1729.333333,1016.535519
2_20190112T043141_20190112T043642_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/12/2019,0.516413136,854.1038251,974.8142077,2198.770492,2486.863388,1188.076503,1876.284153,2110.562842,793,1571.961749,925.8579235
2_20190117T043119_20190117T043639_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/17/2019,0.57933237,729.0983607,858.2622951,2293.262295,2633.114754,1083.234973,1897.907104,2106.20765,701.0382514,1603.256831,922.8797814
2_20190122T043101_20190122T043322_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/22/2019,0.65232818,547.1202186,761.9945355,2419.120219,2794.994536,1038.540984,2077.234973,2192.213115,587.6885246,1559.169399,911.0874317
2_20190127T043039_20190127T043627_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/27/2019,0.658668622,660.8579235,856.9180328,2634.52459,2979.978142,1091.89071,2144.775956,2430.846995,612.7322404,1748.032787,1034.448087
2_20190201T043011_20190201T044135_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/1/2019,0.776228353,398.8142077,663.3005464,2829.819672,3465.234973,964.9453552,2253.087432,2488.284153,436.4043716,1613.901639,888.0655738
2_20190206T042949_20190206T043539_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/6/2019,0.715803055,604.4699454,812.2404372,2836.622951,3426.338798,1018.846995,2237.038251,2610.775956,567.3661202,1701,959.0710383
2_20190211T042921_20190211T043121_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/11/2019,0.793734624,427.9125683,714.7322404,3190.092896,3894.95082,1030.513661,2542.224044,2854.814208,447.8579235,1680.84153,937.1967213
2_20190221T042811_20190221T043725_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/21/2019,0.747093966,504.1857923,783.7759563,2958.912568,3536.939891,1069.191257,2467.688525,2844.387978,512,1751.016393,1020.568306
2_20190226T042739_20190226T043910_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/26/2019,0.454323002,994,1484,3326,3566,1813,2814,3192,1338,2171,1436
2_20190303T042701_20190303T042658_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/3/2019,0.696388079,540.6721311,814.1420765,2869.322404,3145.956284,1197,2416.016393,2575.31694,563.0601093,1854.355191,1114.868852
2_20190308T042659_20190308T044054_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/8/2019,0.528153008,712.0437158,925.2677596,2465.519126,2568.262295,1234.715847,2042.754098,2227.076503,791.8469945,2131.819672,1356.262295
2_20190323T042701_20190323T043918_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/23/2019,0.228084766,876.010929,1184,2237.781421,2075.803279,1368.021858,1943.202186,2113.710383,1304.928962,2062.333333,1653.103825
2_20190328T042709_20190328T043805_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/28/2019,0.206924516,834.9836066,1144.896175,2225.169399,2063.978142,1452.469945,1811.185792,2019.420765,1354.743169,2315.852459,1848.912568
2_20190407T042709_20190407T044140_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/7/2019,0.285970417,471.8306011,725.5519126,1790.617486,1459.639344,1081.956284,1509.923497,1680.852459,806.1202186,1719.163934,1195.754098
2_20190412T042711_20190412T042705_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/12/2019,0.269845519,739.7322404,1031.628415,2296.311475,1837.060109,1336.174863,1877.748634,2029.300546,1056.52459,2063.213115,1459.590164
2_20190417T042709_20190417T043607_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/17/2019,0.305326368,719.8688525,1067.464481,2547.612022,2236.983607,1457.661202,2242.868852,2360.590164,1191.04918,2442.934426,1698.15847
2_20190422T042711_20190422T043605_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/22/2019,0.308915416,829.0874317,1247.213115,2863.666667,2538.907104,1550.20765,2388.262295,2602.191257,1342.546448,2493.448087,1820.027322
2_20190427T042709_20190427T044045_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/27/2019,0.331794043,1123.103825,1293.628415,2632.163934,2458.491803,1552.311475,2211.360656,2533.666667,1233.508197,2507.863388,1881.934426
2_20190502T042711_20190502T042707_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/2/2019,0.32733638,1201.136612,1590.644809,3542.513661,3163.770492,1968.087432,2953.349727,3252.540984,1603.57377,2979.666667,2165.382514
2_20190507T042709_20190507T043011_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/7/2019,0.48474778,615.5901639,965.5628415,3034.601093,2750.939891,1403.349727,2499.202186,2868.68306,955.4153005,2425.748634,1579.398907
2_20190512T042711_20190512T042707_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/12/2019,0.393158954,1478,1648,3655,3462,1998,3034,3384,1508,2796,1847
2_20190517T042709_20190517T043610_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/17/2019,0.529276402,896.7923497,1119.912568,3204.52459,2933.136612,1424.103825,2569.491803,3088.300546,900.5191257,2218.819672,1324
